大会名,公式サイトURL,開催日,開催地,都道府県
第39回白根ハーフマラソン,https://s-nets.info/shirone/,2026.5.10(日),新潟県新潟市,新潟県
第26回柏崎潮風マラソン,https://shiokaze-run.info/,2026.5.17(日),新潟県柏崎市,新潟県
トレイルランナーズカップ津南2026 in 無印良品キャンプ場,https://trailrunners.jp/event/tsunan-2026/,2026.5.31(日),新潟県津南町,新潟県
第27回高田城ロードレース大会,https://www.joetsu-taikyo.jp/convention/takada-road-race-2-2-2-2-2-3-2/,2026.6.7(日),新潟県上越市,新潟県
第17回南魚沼グルメマラソン,http://gurumara.com/,2026.6.14(日),新潟県南魚沼市,新潟県
越後カントリートレイル2026,https://echigo-country-trail.net/,2026.6.14(日),新潟県長岡市,新潟県
越後まつだい春の陣 トレイルランレース,https://echigomatsudaiharunojin.com/,2026.6.14(日),新潟県十日町市,新潟県
第50回関川マラソン大会,http://s-nets.info/sekikawa/,2026.6.21(日),新潟県関川村,新潟県
DEEP JAPAN ULTRA 100 〜NIIGATA〜 2026,https://www.deepjapanultra.com/,2026.6.26(金),新潟県魚沼市,新潟県
“ROCKIN’ BEAR” 妙高トレイルランニングレース,http://www.nature-scene.net/myoko/,2026.7.4(土),新潟県妙高市,新潟県
第13回津南ウルトラマラソン,http://sportsaid-japan.org/,2026.7.5(日),新潟県津南町,新潟県
トレイルランナーズカップ櫛形31K 2026,https://trailrunners.jp/event/kushigata31k-2026/,2026.7.12(日),新潟県胎内市,新潟県
鉱山祭汐風リレーマラソン,https://www.s-nets.info/shiokaze-relay/wp/,2026.7.26(日),新潟県佐渡市,新潟県
トレイルランナーズカップ新潟2026,https://trailrunners.jp/event/niigata-2026/,2026.7.26(日),新潟県新潟市,新潟県
第16回えちご・くびき野100kmマラソン【最終回】,http://echigo-joetsu.com/100km/,2026.10.11(日),新潟県上越市,新潟県
東京都北区赤羽マラソン - 31.6km／21.0km／10.5km／5.2km／ハーフリレー -,https://akabane-marathon.tokyo/list_about/20251108,2026.3.7(土),東京都北区,東京都
第8回 豊洲のうみべマラソン,https://www.goodsports.jp/gs-marathon/ichiran/0307toyosu/,2026.3.7(土),東京都江東区,東京都
第226回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo226/,2026.3.7(土),東京都千代田区,東京都
第98.5回 M×Kディスタンストライアルin代々木,https://team-mk.net/mkdc/,2026.3.7(土),東京都渋谷区,東京都
立川シティハーフマラソン2026,https://tachikawa-half.jp/,2026.3.8(日),東京都立川市,東京都
第12回かつしかふれあいRUNフェスタ2026,https://www.katsushika-fureai-runfesta.jp/,2026.3.8(日),東京都葛飾区,東京都
しながわシティラン2026,https://shinagawa-cityrun.jp/,2026.3.8(日),東京都品川区,東京都
中野ランニングフェスタ2026,http://www.nakano21.jp/run/,2026.3.8(日),東京都中野区,東京都
第29回目白ロードレース,https://www-cc.gakushuin.ac.jp/~19920096/toshima/2026/0308mejiro-road26/annai-26mejiro-road.html,2026.3.8(日),東京都豊島区,東京都
第93回赤羽トライアル,http://takashi.daa.jp/akabane_c/,2026.3.8(日),東京都北区,東京都
第186回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo186/,2026.3.8(日),東京都千代田区,東京都
第82回スポーツメイトラン東大島小松川公園ハーフマラソン,https://up-run.jp/events/mate-higashiooshima82/,2026.3.8(日),東京都江戸川区,東京都
第53回 豊洲ウィークデーマラソン,https://www.triathlonclub.jp/earth/events/event/%E8%B1%8A%E6%B4%B2%E3%82%A6%E3%82%A3%E3%83%BC%E3%82%AF%E3%83%87%E3%83%BC%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B325-26/,2026.3.11(水),東京都江東区,東京都
マラソンフェスティバルin国営昭和記念公園 FLOWER,https://www.shining-foundation.org/marathon-festival-flower,2026.3.14(土),東京都立川市,東京都
第3回 東京・品川マラソンフェスタ 2026 ～震災復興チャリティ～,https://gsrun.jp/shinagawa/,2026.3.14(土),東京都品川区,東京都
第75回UPRUN府中多摩川風の道マラソン大会,https://up-run.jp/events/up-fuchuu75/,2026.3.14(土),東京都府中市,東京都
第83回スポーツメイトラン赤羽荒川ハーフマラソン,https://up-run.jp/events/mate-akabane83/,2026.3.14(土),東京都北区,東京都
THE CHALLENGE RACE TOYOSU 3 in 2026,https://toyosu-race.rdc-run.com/,2026.3.14(土),東京都江東区,東京都
第108回 季節の荒川ハーフマラソン,https://www.jp-guide.net/manner/sa/season.html,2026.3.14(土),東京都江戸川区,東京都
2026板橋Cityマラソン,http://i-c-m.jp/,2026.3.15(日),東京都板橋区,東京都
フラワーリレーマラソンin国営昭和記念公園2026,https://www.shining-foundation.org/flower-marathon,2026.3.15(日),東京都立川市,東京都
第69回マイクロレース多摩川,http://microrace.jp/,2026.3.15(日),東京都稲城市,東京都
第5回UPRUN豊洲ハーフマラソン,https://up-run.jp/events/up-toyosu5/,2026.3.15(日),東京都江東区,東京都
第2回お台場潮風あおぞらマラソン,https://aozorarun.com/lp/260315osp/,2026.3.15(日),東京都品川区,東京都
数馬回峯 - Kazuma Mountain Challenge 2026 -,https://carbuncletl.wixsite.com/hinohara20,2026.3.15(日),東京都檜原村,東京都
第83回ベジタブル年代別マラソンin赤羽,https://vege-mara.com/,2026.3.20(金),東京都北区,東京都
第36回多摩湖駅伝大会,https://www.tamako-ekiden.com/,2026.3.20(金),東京都東大和市,東京都
第30回UP RUN東大島小松川公園マラソン～長距離特別ver～,https://up-run.jp/events/up-higashiooshimalong30/,2026.3.20(金),東京都江戸川区,東京都
第77回UPRUN北千住荒川ハーフマラソン,https://up-run.jp/events/up-kitasenju77/,2026.3.21(土),東京都足立区,東京都
第99回 M×Kディスタンストライアルin世田谷,https://team-mk.net/mkdc/,2026.3.21(土),東京都世田谷区,東京都
第93回板橋月例チャレンジ,http://takashi.daa.jp/takashi_c/index.html,2026.3.21(土),東京都板橋区,東京都
練馬こぶしハーフマラソン2026,https://nerima-halfmarathon.jp/,2026.3.22(日),東京都練馬区,東京都
第16回渋谷・表参道 Women’s Run,https://womensrun.jp/,2026.3.22(日),東京都渋谷区,東京都
THE CHALLENGE RACE 5 in 2026,https://race.rdc-run.com/,2026.3.22(日),東京都江東区,東京都
第31回豊洲ぐるり公園マラソン,https://sportsone.jp/running/toyosu-morning/,2026.3.22(日),東京都江東区,東京都
第44回スポーツメイトラン府中多摩川風の道マラソン,https://up-run.jp/events/mate-futyu44/,2026.3.22(日),東京都府中市,東京都
第86回KITA!SENJU（北千住）マラソン,https://takashi.daa.jp/kita/,2026.3.22(日),東京都足立区,東京都
THE 30K TOKYO 5 in 2026,https://runnet.jp/entry/runtes/user/pc/moshicomDetailAction.do?raceId=140476&div=1,2026.3.22(日),東京都板橋区,東京都
第53回豊洲マンスリーマラソン,https://www.sportsentry.ne.jp/event/t/102477,2026.3.28(土),東京都江東区,東京都
第51回スポーツメイトラン北千住荒川ハーフマラソン,https://up-run.jp/events/mate-kitasenju51/,2026.3.28(土),東京都足立区,東京都
THE CHALLENGE RACE 6 in 2026,https://race.rdc-run.com/,2026.3.28(土),東京都江東区,東京都
THE 30K TOKYO 6 in 2026,https://distance.rdc-run.com/30k-tokyo,2026.3.28(土),東京都板橋区,東京都
第7回東京さくらマラソン,https://www.t-njsf.net/tokyo/sponsored/2025/5104/,2026.3.29(日),東京都北区,東京都
2026品川マラソン,https://up-run.jp/events/2026shinagawa/,2026.3.29(日),東京都品川区,東京都
第4回荒川エコマラソン（堀切エリア）,https://www.ecomarathon.run/%E9%96%A2%E6%9D%B1/%E8%8D%92%E5%B7%9D%E5%A0%80%E5%88%87/,2026.3.29(日),東京都葛飾区,東京都
オトナのタイムトライアル 3月29日(日)@大蔵競技場,https://otona-tt.com/,2026.3.29(日),東京都世田谷区,東京都
第2回ONESHIP RECORD CHALLENGE in 織田フィールド,https://moshicom.com/139877/,2026.3.29(日),東京都足立区,東京都
第18回ハセツネ30K,https://www.hasetsune.jp/30K/meaning.html,2026.3.29(日),東京都あきる野市,東京都
東京都北区赤羽さくらマラソン 2026,https://akabane-marathon.tokyo/sakura/,2026.4.4(土),東京都北区,東京都
第70回マイクロレース多摩川,http://microrace.jp/,2026.4.4(土),東京都稲城市,東京都
スペシャルオリンピックス日本 チャリティ・ランイベント 第8回ユニファイド・エールラン,https://sonippon.my.canva.site/unified-yell-run,2026.4.4(土),東京都江東区,東京都
THE FIRST TRAIL 2026,https://thefirsttrail.jp/,2026.4.4(土),東京都青梅市,東京都
第70回スポーツメイトラン堀切水辺公園マラソン,https://up-run.jp/events/mate-horikiri70/,2026.4.4(土),東京都葛飾区,東京都
第32回豊洲ぐるり公園マラソン,https://www.sportsentry.ne.jp/event/t/102545,2026.4.5(日),東京都江東区,東京都
第94回赤羽トライアル,http://takashi.daa.jp/akabane_c/,2026.4.5(日),東京都北区,東京都
こりゃ多摩ラン20km10km5km in 4月,https://athmico.jp/item/kt2604,2026.4.5(日),東京都府中市,東京都
第28回青梅高水パラチノース国際トレイルラン,http://www.kfctriathlon.com/html/event_trail.html,2026.4.5(日),東京都青梅市,東京都
THE CHALLENGE RACE 7 in 2026,https://race.rdc-run.com/,2026.4.5(日),東京都江東区,東京都
第54回 豊洲ウィークデーマラソン,https://www.triathlonclub.jp/earth/events/event/%E8%B1%8A%E6%B4%B2%E3%82%A6%E3%82%A3%E3%83%BC%E3%82%AF%E3%83%87%E3%83%BC%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B325-26/,2026.4.8(水),東京都江東区,東京都
アミノバイタル presents 荒川ハーフマラソン2026(春),https://boost-inc.jp/arakawa_half/,2026.4.11(土),東京都葛飾区,東京都
第52回スポーツメイトラン北千住荒川ハーフマラソン,https://up-run.jp/events/mate-kitasenju52/,2026.4.11(土),東京都足立区,東京都
第14回 あだち五色桜マラソン,https://shining-foundation.wixsite.com/5shikisakura,2026.4.12(日),東京都足立区,東京都
第11回多摩川ネイチャーマラソン（東京ウルトラ100キロ）,https://earthrunclub.net/competition/20260412_tamagawa_nature_11/,2026.4.12(日),東京都大田区,東京都
第30回UPRUN赤羽荒川マラソン～全種目ver～,https://up-run.jp/events/up-akabanezensyumoku30/,2026.4.12(日),東京都北区,東京都
第76回UPRUN府中多摩川風の道マラソン大会,https://up-run.jp/events/up-fuchuu76/,2026.4.18(土),東京都府中市,東京都
第187回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo187/,2026.4.18(土),東京都千代田区,東京都
第84回スポーツメイトラン赤羽荒川ハーフマラソン,https://up-run.jp/events/mate-akabane84/,2026.4.18(土),東京都北区,東京都
第94回板橋月例チャレンジ,https://www.sportsentry.ne.jp/event/t/102751,2026.4.18(土),東京都板橋区,東京都
第33回豊洲ぐるり公園マラソン,https://sportsone.jp/running/toyosu-morning/,2026.4.19(日),東京都江東区,東京都
第3回東京豊洲リレーマラソン,https://sportsone.jp/running/srt/stocks/2026/srt20260419_137386.html,2026.4.19(日),東京都江東区,東京都
第78回UPRUN北千住荒川ハーフマラソン,https://up-run.jp/events/up-kitasenju78/,2026.4.19(日),東京都足立区,東京都
第227回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo227/,2026.4.19(日),東京都千代田区,東京都
第54回豊洲マンスリーマラソン,https://www.triathlonclub.jp/earth/events/event/%E8%B1%8A%E6%B4%B2%E3%83%9E%E3%83%B3%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B325-26/,2026.4.25(土),東京都江東区,東京都
第6回東京柴又マラソン,https://sportsone.jp/running/shibamata/,2026.4.25(土),東京都葛飾区,東京都
第109回 季節の荒川ハーフマラソン,https://sportswiz.jp/k_arakawa/index.html,2026.4.25(土),東京都江戸川区,東京都
第45回スポーツメイトラン府中多摩川風の道マラソン,https://up-run.jp/events/mate-futyu45/,2026.4.25(土),東京都府中市,東京都
第188回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo188/,2026.4.25(土),東京都千代田区,東京都
THE CHALLENGE RACE 8 in 2026,https://race.rdc-run.com/,2026.4.26(日),東京都江東区,東京都
第228回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo228/,2026.4.26(日),東京都千代田区,東京都
第87回KITA!SENJU（北千住）マラソン,https://takashi.daa.jp/kita/,2026.4.26(日),東京都足立区,東京都
「春の」情熱ハーフマラソン2026,https://jounetsu-halfmarathon.net/,2026.4.29(水),東京都板橋区,東京都
第31回UP RUN東大島小松川公園マラソン～長距離特別ver～,https://up-run.jp/events/up-higashiooshimalong31/,2026.4.29(水),東京都江戸川区,東京都
第189回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo189/,2026.4.29(水),東京都千代田区,東京都
第31回UPRUN赤羽荒川マラソン～全種目ver～,https://up-run.jp/events/up-akabanezensyumoku31/,2026.5.2(土),東京都北区,東京都
第110回 季節の荒川ハーフマラソン,https://sportswiz.jp/k_arakawa/index.html,2026.5.3(日),東京都江戸川区,東京都
第229回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo229/,2026.5.4(月),東京都千代田区,東京都
THE CHALLENGE RACE 9 in 2026,https://race.rdc-run.com/,2026.5.5(火),東京都江東区,東京都
第83回スポーツメイトラン東大島小松川公園ハーフマラソン～こどもの日特別ver～,https://up-run.jp/events/mate-higashiooshima83/,2026.5.5(火),東京都江戸川区,東京都
第230回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo230/,2026.5.6(水),東京都千代田区,東京都
東京都北区赤羽さつきマラソン2026,https://akabane-marathon.tokyo/satsuki/,2026.5.9(土),東京都北区,東京都
第55回豊洲マンスリーマラソン,https://www.sportsentry.ne.jp/event/t/102477,2026.5.9(土),東京都江東区,東京都
第4回東京BayAreaマラソン,https://sportsone.jp/running/srt/stocks/2026/srt20260509_137373.html,2026.5.9(土),東京都江東区,東京都
第53回スポーツメイトラン北千住荒川ハーフマラソン,https://up-run.jp/events/mate-kitasenju53/,2026.5.9(土),東京都足立区,東京都
企業対抗駅伝2026 東京大会,https://sportsone.jp/ed/2026/event_tokyo.html,2026.5.10(日),東京都江東区,東京都
第191回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo191/,2026.5.10(日),東京都千代田区,東京都
第55回 豊洲ウィークデーマラソン,https://www.triathlonclub.jp/earth/events/event/%E8%B1%8A%E6%B4%B2%E3%82%A6%E3%82%A3%E3%83%BC%E3%82%AF%E3%83%87%E3%83%BC%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B325-26/,2026.5.13(水),東京都江東区,東京都
第95回板橋月例チャレンジ,http://takashi.daa.jp/takashi_c/index.html,2026.5.16(土),東京都板橋区,東京都
荒川ハーフマラソン2026(初夏),https://boost-inc.jp/arakawa_half/event/ev_20260516.html,2026.5.16(土),東京都葛飾区,東京都
第46回スポーツメイトラン府中多摩川風の道マラソン,https://up-run.jp/events/mate-futyu46/,2026.5.16(土),東京都府中市,東京都
第231回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo231/,2026.5.17(日),東京都千代田区,東京都
第85回スポーツメイトラン赤羽荒川ハーフマラソン,https://up-run.jp/events/mate-akabane85/,2026.5.17(日),東京都北区,東京都
第79回UPRUN北千住荒川ハーフマラソン,https://up-run.jp/events/up-kitasenju79/,2026.5.23(土),東京都足立区,東京都
第32回葛西臨海公園ナイトハーフマラソン,https://runnet.jp/entry/runtes/user/pc/competitionDetailAction.do?raceId=370275&div=1,2026.5.23(土),東京都江戸川区,東京都
第34回豊洲ぐるり公園マラソン,https://www.sportsentry.ne.jp/event/t/102545,2026.5.24(日),東京都江東区,東京都
第77回UPRUN府中多摩川風の道マラソン大会,https://up-run.jp/events/up-fuchuu77/,2026.5.24(日),東京都府中市,東京都
第192回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo192/,2026.5.24(日),東京都千代田区,東京都
第95回赤羽トライアル,http://takashi.daa.jp/akabane_c/,2026.5.30(土),東京都北区,東京都
第193回スポーツメイトラン皇居マラソン,https://up-run.jp/events/mate-koukyo193/,2026.5.30(土),東京都千代田区,東京都
第88回KITA!SENJU（北千住）マラソン,https://runnet.jp/entry/runtes/user/pc/moshicomDetailAction.do?raceId=134542&div=1,2026.5.31(日),東京都足立区,東京都
第232回UP RUN皇居マラソン,https://up-run.jp/events/up-koukyo232/,2026.5.31(日),東京都千代田区,東京都
あだち荒川マラソン大会2026,https://www.shining-foundation.org/adachi-arakawa,2026.6.7(日),東京都足立区,東京都
第111回 季節の荒川ハーフマラソン,https://www.jp-guide.net/manner/sa/season.html,2026.6.7(日),東京都江戸川区,東京都
東京都北区赤羽マラソン - 21.097km／10.548km／5.274km／ハーフリレー -,https://akabane-marathon.tokyo/list_about/20260613,2026.6.13(土),東京都北区,東京都
第33回葛西臨海公園ナイトハーフマラソン,http://sportswiz.jp/kasaihalf/,2026.6.13(土),東京都江戸川区,東京都
Boostランニングフェスタ in 味の素スタジアム,https://boost-inc.jp/ajista/,2026.6.14(日),東京都調布市,東京都
第96回板橋月例チャレンジ,http://takashi.daa.jp/takashi_c/index.html,2026.6.20(土),東京都板橋区,東京都
マラソンフェスティバルin国営昭和記念公園 EARLY SUMMER 2026,https://www.shining-foundation.org/marathon-festival-earlysummer,2026.6.20(土),東京都立川市,東京都
翠夏巡嶺 - Hinohara Mountain Marathon 2026 -,https://carbuncletl.wixsite.com/hinohara50,2026.6.21(日),東京都檜原村,東京都
第96回赤羽トライアル,http://takashi.daa.jp/akabane_c/,2026.6.27(土),東京都北区,東京都
第89回KITA!SENJU（北千住）マラソン,https://takashi.daa.jp/kita/,2026.6.28(日),東京都足立区,東京都
第34回葛西臨海公園ナイトハーフマラソン,http://sportswiz.jp/kasaihalf/,2026.7.11(土),東京都江戸川区,東京都
第35回葛西臨海公園ナイトハーフマラソン,http://sportswiz.jp/kasaihalf/,2026.9.26(土),東京都江戸川区,東京都
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.3.7(土),栃木県真岡市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.3.8(日),栃木県真岡市,栃木県
芝ざくら公園芳那(はな)の水晶湖リレーマラソン,https://moshicom.com/138598,2026.3.15(日),栃木県市貝町,栃木県
アクトリー杯壬生町２時間リレーマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei/miburelay,2026.3.22(日),栃木県壬生町,栃木県
第2回 那須ガーデンアウトレットリレーマラソン,https://www.instagram.com/nasu_outletrelay/,2026.3.29(日),栃木県那須塩原市,栃木県
とちぎチャレンジマラソン2026IN大松山運動公園陸上競技場,http://www.kamakurun.jp/tochigiken-getsurei,2026.3.29(日),栃木県下野市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.4.11(土),栃木県真岡市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.4.12(日),栃木県真岡市,栃木県
おやま春マラソン2026,https://www.oyama-springmarathon.com/,2026.4.12(日),栃木県小山市,栃木県
ミヤラン2026,http://www.miyarun.com/,2026.4.12(日),栃木県宇都宮市,栃木県
42.195kmリレーマラソン第13回ろまんちっく村大会,http://www.42195.jp/category8/,2026.4.19(日),栃木県宇都宮市,栃木県
なかがわ水遊園 2Hリレーマラソン2026,https://moshicom.com/139916,2026.4.19(日),栃木県大田原市,栃木県
第46回鹿沼さつきマラソン,https://www.city.kanuma.tochigi.jp/0289/info-0000009187-1.html,2026.5.10(日),栃木県鹿沼市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.5.16(土),栃木県真岡市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.5.17(日),栃木県真岡市,栃木県
NASU ファミリーリレーマラソン10K 2026,https://moshicom.com/139541/,2026.5.24(日),栃木県那須町,栃木県
塩原スパトレイル30K,https://moshicom.com/index.php/140736,2026.5.30(土),栃木県那須塩原市,栃木県
第49回塩原温泉湯けむりマラソン全国大会,https://www.siobara.or.jp/information/20251203/4465/,2026.5.31(日),栃木県那須塩原市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.6.13(土),栃木県真岡市,栃木県
井頭チャレンジマラソン2026,http://www.kamakurun.jp/tochigiken-getsurei,2026.6.14(日),栃木県真岡市,栃木県
NIKKO RUN 2026,https://www.nikko-run.com/,2026.6.14(日),栃木県日光市,栃木県
Shiobara UCHINOURA Trail 2026,https://stridelab.jp/nasu/,2026.7.5(日),栃木県那須塩原市,栃木県
第44回東村つつじマラソン,http://i-sam.co.jp/tutuji/,2026.3.8(日),沖縄県東村,沖縄県
第6回いとまん平和マラソン,https://itoman-heiwa.jp/,2026.3.15(日),沖縄県糸満市,沖縄県
第33回伊江島一周マラソン大会,https://www.iejima.org/document/2025120800024/,2026.4.11(土),沖縄県伊江村,沖縄県
【当面開催休止】やんばるトレイルラン in 国頭村,https://yanbarutrail.com/,2026.4.18(土),沖縄県国頭村,沖縄県
第48回 塩屋湾一周トリムマラソン大会,http://www.i-sam.co.jp/shioyawan_trim/,2026.4.19(日),沖縄県大宜味村,沖縄県
第6回 沖縄名護夕空絶景マラソン大会,https://jiowsa-marathon.com/%E7%AC%AC6%E5%9B%9E-%E6%B2%96%E7%B8%84%E5%90%8D%E8%AD%B7%E5%A4%95%E7%A9%BA%E7%B5%B6%E6%99%AF%E3%83%9E%E3%83%A9%E3%82%BD%E3%83%B3%E5%A4%A7%E4%BC%9A/,2026.4.19(日),沖縄県名護市,沖縄県
第13回 RUNNET EKIDEN 沖縄,https://runnet-ekiden.jp/okinawa/,2026.5.10(日),沖縄県豊見城市,沖縄県
第3回宮古島ウルトラ100マイル,https://teamultra-k.info/race/miyako100mile/,2026.6.6(土),沖縄県宮古島市,沖縄県
平和堂HATOスタジアム第3回e-radio42.195kmチャリティー・リレーマラソン,http://www.fieldbrain.com/RM/shiga/gaiyou.html,2026.3.7(土),滋賀県彦根市,滋賀県
びわ湖マラソン2026BIWAKO MARATHON 2026,https://biwako-marathon.com/,2026.3.8(日),滋賀県大津市,滋賀県
BIWAKO24,https://go-trail.net/pages/kamogawa%EF%BC%92%EF%BC%94%E6%99%82%E9%96%93%E8%B5%B0-kamogawa%EF%BC%91%EF%BC%90%EF%BC%90%E3%83%9E%E3%82%A4%E3%83%AB,2026.3.28(土),滋賀県大津市,滋賀県
第6回滋賀湖南市十二坊トレイルラン・ウォーク～修験導を駈ける～,https://12boutrail.com/,2026.4.19(日),滋賀県湖南市,滋賀県
第5回記念大会！LOVEびわ湖RUN！たまねぎリレーマラソンin希望が丘文化公園,https://info663681.wixsite.com/siga-relay-marathon,2026.4.25(土),滋賀県野洲市,滋賀県
12th 比叡山 International Trail Run 2026,https://www.mthiei.com/,2026.5.9(土),滋賀県大津市,滋賀県
第43回奥びわ湖健康マラソン,http://www.okusupo.com/marason.html,2026.5.17(日),滋賀県長浜市,滋賀県
希望が丘初夏のハーフクロカン&リレー2026,https://re-plus-ing.com/2026/e-summer-half-2/,2026.5.24(日),滋賀県野洲市,滋賀県
第11回 びわ湖バレイスカイラン バーティカル,https://www.biwakoskyrun.com/,2026.6.6(土),滋賀県大津市,滋賀県
第11回 びわ湖バレイスカイラン スカイレース,https://www.sportsentry.ne.jp/event/t/104094,2026.6.7(日),滋賀県大津市,滋賀県
第12回太陽生命びわ湖高島トレイルランレースinくつき～FAIRY TRAIL～,https://www.fairy-trail.com/,2026.6.13(土),滋賀県高島市,滋賀県
第12回 奥比叡・仰木棚田トレイルラン2026,https://www.actrep-sports.com/okuhiei-ogitanada-trailrun/,2026.7.12(日),滋賀県大津市,滋賀県
第7回 比良びわ湖ビュートレイルラン 2026,https://www.actrep-sports.com/hira-trailrun/,2026.10.3(土),滋賀県大津市,滋賀県
第54回天草パールラインマラソン大会,https://www.city.kamiamakusa.kumamoto.jp/q/list/343.html,2026.3.7(土),熊本県上天草市,熊本県
第77回金栗杯玉名ハーフマラソン大会,https://www.city.tamana.lg.jp/q/aview/1/34336.html,2026.3.8(日),熊本県玉名市,熊本県
2026芦北うたせマラソン大会,https://www.ashikitautase-marathon.jp/,2026.3.15(日),熊本県芦北町,熊本県
第14回 「清浦総理顕彰」あんずの丘マラソン大会,https://local-gain.com/anzunooka-marathon/,2026.3.20(金),熊本県山鹿市,熊本県
第55回 花より団子マラソン大会,https://local-gain.com/event/mizukamisakuramarathon/,2026.3.21(土),熊本県水上村,熊本県
2026きくち桜マラソン大会,https://local-gain.com/kikuchi-marathon/,2026.3.22(日),熊本県菊池市,熊本県
第5回 阿蘇トレイル女学院,https://local-gain.com/asotrail-girls-school/,2026.4.11(土),熊本県阿蘇市,熊本県
第42回関所健康マラソン大会,https://local-gain.com/event/sekisyo-marathon/,2026.4.29(水),熊本県南関町,熊本県
第4回阿蘇ボルケーノトレイル2026,https://aso-field-run.jp/volcano/,2026.5.9(土),熊本県阿蘇市,熊本県
第34回益城町「阿蘇くまもと空港・テクノ周辺」ジョギングフェア,https://www.town.mashiki.lg.jp/,2026.5.10(日),熊本県益城町,熊本県
第4回 熊本空港マラソン,https://local-gain.com/kumamoto-airport-marathon/,2026.5.30(土),熊本県益城町,熊本県
第9回 MIZUKAMI MOUNTAIN PARTY,https://mizukami-mountain.jp/,2026.6.6(土),熊本県水上町,熊本県
第5回LOVE熊本！走RUNね！たまねぎリレーマラソンin熊本県農業公園カントリーパーク,https://info663681.wixsite.com/kumamo-tamanegirun,2026.6.7(日),熊本県合志市,熊本県
第12回 南阿蘇カルデラトレイル,https://local-gain.com/minamiaso_trail/,2026.7.4(土),熊本県南阿蘇村,熊本県
【開催中止】能登和倉万葉の里マラソン2026,https://www.city.nanao.lg.jp/koryu-s/event/marason.html,2026.3.8(日),石川県七尾市,石川県
NewMeリレーマラソン in 金沢,https://www.newme.run/events/54b8d3f2-b108-4d5d-a357-1c50450203f6,2026.3.15(日),石川県金沢市,石川県
いいとこ白山あさがおマラソン2026,https://asagao-marathon.jp/,2026.3.20(金),石川県白山市,石川県
能登半島すずウルトラマラソン2026,https://my-site-580263.square.site/,2026.4.26(日),石川県珠洲市,石川県
第5回金沢エコマラソンwith STARTUS,https://www.ecomarathon.run/%E9%87%91%E6%B2%A2/,2026.5.10(日),石川県金沢市,石川県
トレイルランナーズカップ石川大倉岳2026,https://trailrunners.jp/20251024/,2026.5.17(日),石川県小松市,石川県
「利家とまつ」金沢城リレーマラソン2026～春の陣～,http://relay-marathon.com/,2026.5.31(日),石川県金沢市,石川県
能登復興！！第2回七尾城サムライラン,https://nanaojo-project.amebaownd.com/posts/58484047,2026.6.6(土),石川県七尾市,石川県
Kaga Spa Trail by UTMB,https://kagaspa.utmb.world/ja,2026.6.20(土),石川県加賀市,石川県
第8回ウィークデーマラソンinこどもの国,https://weekday-m.com/,2026.3.3(火),神奈川県横浜市,神奈川県
第122回 TAMAハーフマラソン,https://sportswiz.jp/tamahalf/,2026.3.7(土),神奈川県川崎市,神奈川県
第39回小田原尊徳マラソン大会,https://www.odawara-taikyo.or.jp/event445.html,2026.3.8(日),神奈川県小田原市,神奈川県
2026年川崎ハーフマラソン大会,http://www.tim.hi-ho.ne.jp/kanaspo/,2026.3.8(日),神奈川県川崎市,神奈川県
市制55周年記念第41回大山登山マラソン大会,http://oyama-tozan-marathon.jp/,2026.3.8(日),神奈川県伊勢原市,神奈川県
第83回UP RUN新横浜鶴見川マラソン,https://up-run.jp/events/up-shinyokohama83/,2026.3.8(日),神奈川県横浜市,神奈川県
リストグループ presents FMヨコハマ マラソン 2026,https://www.fmyokohama.co.jp/topics/11834,2026.3.14(土),神奈川県横浜市,神奈川県
